Student_ID,Student_Name,University,Program,Graduation_Year,Region,Gender,Caste_Category,Socioeconomic_Status,Location_Type,Employment_Status,Industry,Avg_Starting_Salary,Employment_Rate,Avg_Time_to_Employment_months,Job_Satisfaction_Score,Tuition_Fees,Avg_Debt,Scholarship_Amount,ROI_Score,Career_Services_Score,Career_Guidance_Hours,Internship_Rate,Mentorship_Program,Alumni_Network_Score,Networking_Events_Attended
565,Myra Sharma,VIT Vellore,Mechanical Engineering,2019,South,Female,OBC,Middle,Urban,Employed,Education,657825,0.93,2.1,6.1,275400,172124,46727,2.88,8.5,30,0.93,Yes,8.7,10
566,Aditya Joshi,Delhi University,Mechanical Engineering,2019,South,Female,General,Low,Rural,Employed,Education,666175,0.89,1.3,6.8,341558,220253,64248,2.4,7.7,15,0.71,No,9.2,1
567,Arjun Varma,IIM Bangalore,Computer Science,2018,West,Male,OBC,Low,Rural,Employed,IT,990100,0.89,1.6,7.9,484347,336625,19150,2.13,7.6,12,0.82,Yes,7.3,9
568,Aarav Desai,BITS Pilani,Mechanical Engineering,2020,North,Female,OBC,High,Rural,Employed,Research,731404,0.84,2.6,7.4,433894,237037,46276,1.89,8.0,19,0.94,No,8.4,10
569,Meera Varma,IIM Bangalore,Psychology,2022,East,Male,OBC,Middle,Urban,Unemployed,,0,0.86,,,643361,352493,46870,0.0,7.2,19,0.72,No,8.3,10
570,Meera Menon,IIT Kanpur,Mechanical Engineering,2022,East,Male,OBC,Middle,Rural,Employed,Public Sector,868545,0.93,3.6,8.4,257916,165678,79891,4.88,7.6,20,0.74,No,9.0,2
571,Diya Varma,Anna University,Marketing,2020,West,Female,SC,Low,Rural,Employed,Consulting,891350,0.93,1.0,9.8,302029,136854,95251,4.31,8.1,24,0.78,No,9.2,0
572,Sara Pandey,VIT Vellore,Electrical Engineering,2023,South,Female,SC,Low,Urban,Employed,Education,928544,0.94,2.9,7.8,459116,328853,6207,2.05,8.0,20,0.84,Yes,9.4,4
573,Aditya Reddy,IIT Kanpur,Electrical Engineering,2023,North,Female,ST,High,Rural,Employed,Research,1065830,0.87,1.9,7.9,660699,280746,196617,2.3,7.2,20,0.77,No,7.2,1
574,Diya Bose,Christ University,Electrical Engineering,2021,North,Male,SC,High,Urban,Employed,Healthcare,839304,0.93,1.2,9.1,493767,289528,173196,2.62,7.8,19,0.87,Yes,8.6,5
575,Aadhya Roy,Manipal University,Civil Engineering,2020,West,Male,SC,Middle,Urban,Employed,Consulting,941800,0.87,3.4,9.2,358651,229118,67902,3.24,7.8,10,0.74,No,9.2,8
576,Vihaan Varma,IIM Ahmedabad,Computer Science,2020,West,Female,General,High,Rural,Employed,Consulting,664721,0.9,2.4,8.6,220369,147033,74095,4.54,7.3,13,0.83,Yes,8.7,3
577,Vivaan Bose,Christ University,Data Science,2018,East,Female,ST,High,Urban,Employed,Manufacturing,1160188,0.8,3.5,6.1,506316,266840,181557,3.57,9.2,10,0.8,No,9.8,3
578,Diya Bose,IIT Madras,Data Science,2022,South,Male,SC,High,Rural,Employed,Consulting,825620,0.93,2.6,9.8,310017,122278,19435,2.84,7.6,10,0.83,Yes,7.5,5
579,Diya Gupta,VIT Vellore,Civil Engineering,2019,East,Male,SC,Low,Rural,Employed,Healthcare,663789,0.86,2.3,7.6,522605,163914,115249,1.63,7.4,10,0.81,Yes,9.8,3
580,Myra Desai,Christ University,Mechanical Engineering,2019,South,Male,OBC,High,Urban,Employed,Finance,710763,0.94,2.1,7.0,662867,444333,187899,1.5,9.2,16,0.75,Yes,8.0,1
581,Ira Sharma,IIT Delhi,Economics,2020,East,Female,ST,Low,Rural,Employed,Finance,422091,0.95,1.0,9.9,605238,467830,170918,0.97,7.9,12,0.86,No,10.0,10
582,Diya Patel,IIT Madras,Civil Engineering,2023,South,Male,General,Low,Urban,Employed,Public Sector,709538,0.87,1.5,8.1,190884,63104,27502,4.34,9.6,21,0.85,Yes,9.0,2
583,Sai Pandey,Amity University,Mechanical Engineering,2021,East,Male,General,Middle,Urban,Employed,Consulting,315224,0.96,1.1,7.5,428062,261527,7465,0.75,9.3,25,0.71,Yes,8.0,9
584,Navya Menon,IIT Madras,Mechanical Engineering,2018,West,Male,SC,Low,Urban,Employed,Finance,957160,0.85,2.4,9.6,648796,345300,108809,1.77,9.6,14,0.91,Yes,8.6,2
585,Diya Chatterjee,IIM Ahmedabad,Marketing,2019,South,Male,ST,Middle,Urban,Employed,Manufacturing,885091,0.84,1.8,8.9,299522,123635,10772,3.07,9.2,19,0.92,Yes,9.2,4
586,Diya Roy,VIT Vellore,Marketing,2023,East,Female,OBC,Middle,Rural,Employed,Manufacturing,606604,0.94,1.7,7.6,185887,125281,50466,4.48,8.9,15,0.7,Yes,9.4,0
587,Saanvi Mehta,Anna University,Business Administration,2022,West,Male,ST,Middle,Urban,Employed,Education,790457,0.84,3.4,7.9,611229,219375,73218,1.47,9.0,20,0.78,Yes,8.5,8
588,Ira Iyer,VIT Vellore,Business Administration,2022,North,Female,General,Middle,Rural,Unemployed,,0,0.85,,,282359,98060,59956,0.0,9.5,19,0.73,No,7.4,6
589,Meera Reddy,Christ University,Biotechnology,2023,South,Male,ST,High,Urban,Employed,Healthcare,1280405,0.94,2.1,6.9,167531,66901,46391,10.57,8.6,28,0.91,Yes,9.3,8
590,Sai Pandey,IIT Madras,Mechanical Engineering,2019,West,Male,OBC,High,Urban,Employed,Education,795479,0.85,3.2,7.2,201288,156909,52543,5.35,7.9,23,0.92,No,9.7,1
591,Ishaan Chatterjee,VIT Vellore,Data Science,2019,South,Male,General,Low,Rural,Employed,Public Sector,624736,0.87,1.6,9.3,318037,216995,105773,2.94,9.9,22,0.9,No,9.9,1
592,Rohan Singh,IIT Madras,Economics,2023,South,Male,OBC,Low,Rural,Employed,Education,807532,0.91,1.9,6.5,493376,150669,30747,1.75,8.6,30,0.85,Yes,8.6,9
593,Ira Nair,IIT Bombay,Business Administration,2023,North,Female,General,Middle,Rural,Employed,Public Sector,764197,0.89,1.3,8.9,596599,353478,229701,2.08,9.1,25,0.89,Yes,9.6,9
594,Aadhya Gupta,Christ University,Psychology,2023,East,Female,ST,Low,Urban,Employed,Education,653624,0.92,2.5,8.3,413895,256669,86200,1.99,8.3,21,0.72,Yes,9.5,3
595,Saanvi Bose,VIT Vellore,Data Science,2018,West,Male,ST,High,Rural,Employed,Finance,997776,0.94,3.2,6.2,253365,148931,15397,4.19,9.9,28,0.87,No,7.7,10
596,Ira Roy,Jadavpur University,Biotechnology,2019,North,Male,ST,High,Rural,Employed,Manufacturing,924661,0.86,3.0,7.4,175317,107865,43117,6.99,7.3,10,0.88,No,9.8,3
597,Ishaan Roy,SRM University,Computer Science,2019,South,Female,ST,High,Rural,Employed,Consulting,855102,0.85,1.9,9.7,570815,386247,204726,2.34,9.4,12,0.78,Yes,9.5,1
598,Myra Joshi,Jadavpur University,Psychology,2020,West,Male,ST,Low,Rural,Employed,Consulting,640290,0.95,3.1,8.2,609034,455490,197858,1.56,7.5,10,0.73,No,7.5,8
599,Meera Menon,BITS Pilani,Marketing,2020,West,Male,OBC,Low,Urban,Employed,Manufacturing,1162396,0.86,1.7,9.3,506687,286994,104007,2.89,7.4,19,0.85,Yes,8.2,3
600,Meera Nair,VIT Vellore,Data Science,2019,South,Male,ST,Low,Urban,Employed,Public Sector,871585,0.87,2.7,8.3,376458,140301,77802,2.92,7.7,29,0.82,No,7.1,6
601,Sai Varma,Jadavpur University,Economics,2021,East,Female,SC,High,Rural,Employed,Consulting,684107,0.94,2.7,6.4,532221,399179,61526,1.45,8.0,14,0.78,Yes,8.1,8
602,Pari Chatterjee,IIM Ahmedabad,Mechanical Engineering,2020,West,Male,SC,High,Urban,Employed,IT,1017801,0.9,1.2,7.4,632595,385505,130320,2.03,8.8,15,0.71,No,7.2,2
603,Vivaan Pandey,IIT Bombay,Data Science,2023,West,Female,General,High,Rural,Employed,Manufacturing,822906,0.82,2.6,8.7,565494,230496,118518,1.84,7.9,19,0.78,No,9.1,5
604,Aarav Bhat,IIT Delhi,Business Administration,2023,West,Male,General,High,Urban,Employed,Manufacturing,990029,0.82,3.8,8.3,354072,150268,47013,3.22,9.5,25,0.88,No,7.1,10
605,Myra Bose,BITS Pilani,Psychology,2020,East,Male,SC,Low,Urban,Employed,Manufacturing,880268,0.86,3.3,8.1,601266,444655,130988,1.87,7.3,16,0.76,Yes,7.8,0
606,Anika Patel,Delhi University,Computer Science,2018,North,Female,General,Low,Urban,Employed,Consulting,1236501,0.91,2.5,8.1,553443,250782,209725,3.6,9.7,12,0.94,Yes,8.7,5
607,Aditya Nair,Jadavpur University,Business Administration,2021,South,Male,ST,High,Urban,Employed,IT,593684,0.9,1.5,6.4,190657,146357,15765,3.39,9.4,19,0.73,Yes,7.9,3
608,Anika Nair,Jadavpur University,Business Administration,2020,North,Female,ST,Middle,Urban,Employed,Healthcare,694140,0.94,3.7,8.8,533457,197747,128651,1.71,7.6,21,0.71,No,8.2,9
609,Aditya Varma,IIT Bombay,Business Administration,2021,South,Female,OBC,Middle,Rural,Employed,Healthcare,1393002,0.85,2.5,7.6,457189,353006,111757,4.03,8.2,25,0.71,Yes,8.1,7
610,Ananya Patel,Delhi University,Computer Science,2023,East,Male,General,Middle,Urban,Employed,IT,780674,0.93,2.6,6.7,179321,58028,39707,5.59,8.2,27,0.71,No,8.1,5
611,Vihaan Kumar,IIT Bombay,Psychology,2023,North,Male,OBC,High,Rural,Employed,Healthcare,574434,0.95,3.0,9.7,669333,269987,8175,0.87,7.1,13,0.93,Yes,8.1,5
612,Sai Chopra,Christ University,Civil Engineering,2022,South,Female,ST,Low,Urban,Employed,Healthcare,912855,0.87,1.0,9.3,420726,311746,110845,2.95,9.0,30,0.78,No,9.1,6
613,Ishaan Kumar,Christ University,Psychology,2023,North,Female,General,High,Rural,Employed,Public Sector,1018209,0.81,2.6,6.7,285149,180066,29225,3.98,7.2,15,0.93,No,7.3,4
614,Myra Das,Delhi University,Data Science,2019,West,Female,SC,Low,Urban,Employed,Finance,777853,0.83,3.3,9.2,672156,269127,18714,1.19,8.4,17,0.71,No,7.3,3
615,Sara Bhat,IIM Ahmedabad,Psychology,2019,South,Male,ST,High,Urban,Employed,Consulting,427133,0.95,1.2,7.5,195883,114474,20016,2.43,8.0,15,0.79,Yes,9.9,4
616,Navya Reddy,IIT Kanpur,Electrical Engineering,2021,North,Male,SC,High,Rural,Employed,Finance,619679,0.87,2.6,8.5,407714,244966,75446,1.86,8.7,20,0.71,Yes,7.4,2
617,Diya Pandey,IIT Delhi,Electrical Engineering,2022,North,Male,OBC,Low,Rural,Unemployed,,0,0.8,,,211255,149326,74311,0.0,7.4,30,0.71,Yes,7.7,7
618,Saanvi Chopra,IIM Bangalore,Marketing,2022,West,Female,ST,High,Urban,Employed,Education,844890,0.84,1.9,8.9,511912,404444,166906,2.45,8.4,14,0.81,No,9.8,6
619,Ishaan Menon,IIM Ahmedabad,Computer Science,2021,West,Female,SC,Low,Urban,Employed,Healthcare,1009419,0.92,2.3,7.6,571769,207273,164233,2.48,8.1,23,0.92,No,9.8,5
620,Diya Joshi,VIT Vellore,Economics,2022,South,Male,OBC,Low,Urban,Employed,Healthcare,1015736,0.87,2.4,8.2,531068,398395,143708,2.62,9.6,21,0.86,Yes,9.4,7
621,Ananya Bhat,BITS Pilani,Computer Science,2022,West,Male,OBC,Middle,Urban,Unemployed,,0,0.97,,,602758,235170,116124,0.0,7.1,28,0.87,No,7.6,10
622,Saanvi Nair,VIT Vellore,Economics,2019,West,Male,OBC,Middle,Rural,Employed,Manufacturing,792298,0.86,1.3,9.7,660326,302500,18508,1.23,9.0,12,0.71,Yes,9.4,5
623,Krishna Nair,IIT Kanpur,Data Science,2021,West,Male,SC,High,Rural,Employed,Consulting,960099,0.89,2.9,6.6,333729,148466,26607,3.13,9.4,14,0.74,Yes,7.5,8
624,Pari Singh,Manipal University,Civil Engineering,2019,North,Male,OBC,Middle,Urban,Employed,Research,835854,0.88,1.1,8.0,645780,316228,44684,1.39,9.3,21,0.93,Yes,8.8,10
625,Saanvi Pandey,Amity University,Business Administration,2022,South,Male,SC,Low,Urban,Employed,Education,1075360,0.85,3.4,9.1,562736,426768,29090,2.02,10.0,16,0.94,No,9.4,5
626,Anika Mehta,IIT Delhi,Marketing,2022,South,Female,OBC,Middle,Rural,Employed,Education,955403,0.84,4.0,7.4,695712,523272,12291,1.4,8.5,11,0.86,No,9.7,4
627,Ira Reddy,IIM Ahmedabad,Biotechnology,2020,North,Male,OBC,High,Urban,Employed,Research,864760,0.86,2.5,10.0,359340,270319,99619,3.33,8.2,18,0.87,No,9.1,6
628,Sara Joshi,IIT Madras,Business Administration,2018,East,Female,OBC,Middle,Rural,Employed,Public Sector,741702,0.84,1.5,6.3,238914,167893,41761,3.76,9.6,10,0.9,Yes,9.7,9
629,Rohan Reddy,Christ University,Mechanical Engineering,2019,North,Male,General,High,Rural,Employed,Public Sector,768653,0.83,3.2,6.4,496974,344435,27743,1.64,8.8,14,0.75,Yes,7.2,6
630,Rohan Kumar,IIT Delhi,Mechanical Engineering,2019,West,Female,SC,High,Urban,Employed,Public Sector,1012480,0.84,3.6,8.3,345103,184493,16060,3.08,8.3,12,0.74,Yes,8.5,3
631,Aditya Reddy,IIT Kanpur,Electrical Engineering,2022,East,Female,OBC,Low,Rural,Employed,Research,568886,0.85,1.5,6.2,681265,422586,114430,1.0,8.3,17,0.83,No,9.5,7
632,Aadhya Patel,Jadavpur University,Economics,2022,East,Male,ST,Low,Urban,Employed,Consulting,863844,0.93,1.9,10.0,219078,128073,41820,4.87,8.4,25,0.79,No,9.2,3
633,Rohan Desai,IIT Madras,Computer Science,2021,East,Female,ST,Middle,Rural,Unemployed,,0,0.95,,,636144,467146,121737,0.0,8.4,22,0.8,Yes,7.4,5
634,Myra Nair,BITS Pilani,Business Administration,2022,South,Male,ST,High,Urban,Employed,Manufacturing,541063,0.83,3.5,9.4,377534,131164,102574,1.97,8.4,16,0.71,No,7.8,4
635,Rohan Kumar,Anna University,Marketing,2023,West,Female,ST,Middle,Urban,Employed,IT,1032165,0.89,2.5,6.9,520534,406391,17539,2.05,9.9,29,0.77,Yes,9.1,7
636,Aarav Das,VIT Vellore,Electrical Engineering,2022,North,Female,SC,High,Rural,Employed,Manufacturing,790615,0.81,2.3,7.7,445590,209671,97872,2.27,9.4,21,0.84,No,9.6,3
637,Diya Gupta,Amity University,Business Administration,2023,East,Female,SC,High,Rural,Employed,Healthcare,895408,0.94,1.7,8.3,283308,221755,102445,4.95,8.9,17,0.88,Yes,9.9,0
638,Diya Varma,Amity University,Mechanical Engineering,2022,North,Female,OBC,High,Rural,Employed,Public Sector,815364,0.93,1.8,6.6,635164,381924,233546,2.03,9.8,12,0.81,Yes,9.2,0
639,Pari Gupta,IIT Kanpur,Computer Science,2020,South,Female,SC,High,Rural,Employed,Consulting,543401,0.92,3.2,6.8,658242,521750,104888,0.98,9.5,29,0.85,No,8.9,8
640,Ananya Gupta,SRM University,Economics,2019,South,Female,General,Middle,Rural,Employed,Education,488683,0.89,2.8,9.0,176511,55496,55236,4.03,7.2,14,0.81,No,8.4,1
641,Ishaan Roy,IIM Bangalore,Civil Engineering,2018,East,Female,SC,Low,Urban,Employed,Finance,714376,0.91,2.2,7.3,204970,150421,72427,5.39,8.4,22,0.84,No,7.4,0
642,Ananya Joshi,Jadavpur University,Marketing,2018,West,Male,General,High,Urban,Employed,Finance,730269,0.86,2.2,9.0,296707,111498,68521,3.2,7.5,12,0.89,No,9.1,7
643,Myra Chatterjee,IIT Delhi,Biotechnology,2019,North,Female,ST,High,Urban,Employed,Public Sector,730148,0.81,3.5,6.9,316786,113290,119462,3.7,9.6,11,0.86,Yes,7.7,0
644,Vihaan Gupta,SRM University,Civil Engineering,2021,East,Male,OBC,High,Rural,Employed,Research,735672,0.83,1.1,6.9,170191,94477,37963,5.56,8.5,23,0.84,Yes,9.0,7
645,Aarav Pandey,Manipal University,Mechanical Engineering,2022,South,Female,OBC,Middle,Urban,Employed,IT,1215349,0.86,2.0,7.0,445087,192644,98120,3.5,8.5,16,0.89,No,7.5,1
646,Ananya Roy,IIT Delhi,Psychology,2021,North,Female,OBC,Low,Urban,Employed,Finance,1006056,0.88,2.9,6.9,365569,146253,78278,3.5,9.5,28,0.9,No,9.0,4
647,Krishna Varma,IIT Delhi,Data Science,2021,South,Male,OBC,Low,Rural,Employed,Research,847757,0.94,3.0,9.8,493260,260906,102433,2.17,8.8,25,0.82,No,7.5,1
648,Anika Iyer,Amity University,Computer Science,2020,North,Male,General,Low,Rural,Employed,Public Sector,785679,0.93,2.1,7.1,549948,365371,41808,1.55,7.3,30,0.75,No,8.1,10
649,Aarav Das,SRM University,Computer Science,2019,West,Male,SC,Low,Rural,Employed,Finance,792555,0.85,3.1,7.9,181842,134589,62456,6.64,7.5,17,0.81,No,7.3,2
650,Krishna Reddy,BITS Pilani,Economics,2021,West,Male,General,Middle,Rural,Unemployed,,0,0.83,,,333524,262301,11543,0.0,9.0,18,0.88,No,9.9,4
651,Aarav Singh,Christ University,Civil Engineering,2022,West,Male,ST,Low,Urban,Employed,Public Sector,773816,0.89,2.1,9.6,392767,258356,12397,2.03,7.9,21,0.81,No,7.3,8
652,Meera Nair,IIM Ahmedabad,Business Administration,2021,East,Female,OBC,High,Rural,Unemployed,,0,0.86,,,514314,351614,38701,0.0,9.4,25,0.87,No,9.3,6
653,Vivaan Bhat,IIM Bangalore,Electrical Engineering,2022,West,Female,SC,High,Rural,Employed,Manufacturing,593009,0.97,3.4,9.3,194832,91907,19012,3.37,8.8,15,0.91,Yes,8.6,6
654,Vivaan Bose,Amity University,Mechanical Engineering,2022,East,Male,General,High,Urban,Employed,Manufacturing,983265,0.89,3.5,6.9,387798,248968,87791,3.28,8.5,21,0.84,No,8.0,5
655,Sara Iyer,IIT Kanpur,Psychology,2021,North,Male,OBC,High,Urban,Employed,Manufacturing,869297,0.96,1.6,6.1,225714,146142,40180,4.69,7.7,16,0.84,Yes,8.2,4
656,Aditya Kumar,IIT Madras,Mechanical Engineering,2020,West,Male,SC,Middle,Urban,Employed,Research,1217674,0.91,2.8,8.7,161081,104526,19674,8.61,8.0,19,0.81,No,8.1,0
657,Pari Joshi,IIM Ahmedabad,Computer Science,2023,West,Female,ST,Middle,Urban,Employed,Consulting,772082,0.81,3.2,8.9,664125,529519,199212,1.66,7.1,12,0.82,Yes,8.5,1
658,Ira Chopra,Manipal University,Business Administration,2022,East,Male,ST,Low,Rural,Employed,Public Sector,1021636,0.81,1.5,7.1,377074,228830,24891,2.9,7.0,10,0.93,No,7.4,9
659,Myra Chatterjee,VIT Vellore,Computer Science,2021,South,Female,General,High,Rural,Employed,Education,592018,0.83,2.5,6.0,320651,102578,78790,2.45,8.0,14,0.94,Yes,7.3,10
660,Sai Chopra,IIT Delhi,Data Science,2023,South,Male,OBC,Middle,Rural,Employed,Public Sector,675246,0.88,3.4,7.7,271728,95313,18245,2.66,7.4,29,0.84,No,9.9,8
661,Aadhya Chatterjee,IIT Bombay,Economics,2018,West,Female,General,Middle,Rural,Employed,Finance,1182806,0.82,1.5,8.3,241480,104171,87123,7.66,8.1,17,0.93,Yes,8.2,10
662,Krishna Roy,VIT Vellore,Biotechnology,2022,South,Female,SC,Middle,Urban,Employed,Research,974013,0.89,1.0,8.1,271477,157411,30441,4.04,7.6,22,0.7,Yes,7.9,4
663,Saanvi Varma,IIT Delhi,Data Science,2019,South,Male,SC,Low,Rural,Unemployed,,0,0.82,,,647821,349264,56130,0.0,7.3,30,0.86,Yes,8.2,2
664,Navya Nair,Christ University,Mechanical Engineering,2023,South,Female,General,High,Urban,Employed,Research,899136,0.8,3.0,9.7,529293,406922,68804,1.95,8.2,11,0.92,No,9.3,6
665,Ira Bhat,Christ University,Civil Engineering,2019,South,Male,ST,High,Rural,Employed,Education,992593,0.93,1.1,7.1,671282,460868,226881,2.23,8.8,27,0.72,Yes,8.3,4
666,Ira Joshi,IIM Bangalore,Biotechnology,2023,West,Female,SC,Middle,Rural,Employed,Manufacturing,861524,0.84,1.8,7.1,642126,300860,181252,1.87,8.5,26,0.85,Yes,8.0,4
667,Anika Varma,IIT Kanpur,Business Administration,2020,East,Female,OBC,High,Urban,Employed,Healthcare,839513,0.94,3.1,6.8,501271,280128,107882,2.13,7.8,16,0.89,Yes,8.8,10
668,Aadhya Chatterjee,Delhi University,Business Administration,2023,North,Male,ST,High,Urban,Employed,Education,889845,0.88,1.8,8.3,409026,164783,88440,2.78,7.5,25,0.79,No,8.9,8
669,Diya Nair,IIM Bangalore,Marketing,2018,West,Male,SC,Low,Rural,Employed,Finance,582081,0.89,2.3,7.1,348105,245760,66797,2.07,9.8,27,0.85,No,8.4,6
670,Pari Bhat,IIT Bombay,Psychology,2019,South,Female,ST,Middle,Urban,Employed,Finance,1126225,0.82,1.3,9.0,528887,359676,14287,2.19,7.1,13,0.84,No,7.2,6
671,Krishna Patel,Amity University,Marketing,2020,East,Male,General,Low,Rural,Employed,Research,1001028,0.83,2.7,7.3,402371,167082,158246,4.1,8.7,27,0.79,Yes,7.8,3
672,Sai Chopra,IIT Kanpur,Biotechnology,2018,West,Male,OBC,Low,Rural,Employed,Finance,749523,0.82,1.7,7.2,408152,294967,57926,2.14,7.7,15,0.93,No,8.8,9
673,Anika Chopra,Anna University,Civil Engineering,2021,West,Male,General,Low,Rural,Employed,Manufacturing,912880,0.87,3.6,7.4,553151,401196,196789,2.56,8.1,18,0.75,No,8.6,0
674,Pari Varma,Jadavpur University,Economics,2022,North,Female,OBC,Middle,Urban,Employed,Research,871110,0.95,2.1,9.5,326560,226644,27149,2.91,7.7,18,0.76,No,8.1,0
675,Saanvi Gupta,VIT Vellore,Mechanical Engineering,2021,East,Female,General,Middle,Rural,Employed,IT,1009384,0.86,4.0,7.9,664806,344466,233479,2.34,9.7,18,0.79,No,7.3,2
676,Rohan Desai,VIT Vellore,Biotechnology,2019,North,Male,General,Middle,Rural,Employed,Finance,913990,0.83,1.4,7.7,316465,109556,91136,4.06,8.7,26,0.93,No,7.8,2
677,Rohan Bose,IIM Bangalore,Electrical Engineering,2020,South,Male,OBC,Low,Urban,Employed,Public Sector,1057951,0.93,1.8,9.1,593824,443860,61930,1.99,7.1,29,0.88,Yes,9.9,8
678,Aditya Roy,Delhi University,Business Administration,2018,South,Male,OBC,High,Urban,Employed,Consulting,747720,0.88,3.5,7.0,330139,225542,5431,2.3,8.5,22,0.73,Yes,9.7,9
679,Aadhya Desai,SRM University,Data Science,2023,North,Female,OBC,Middle,Urban,Employed,Healthcare,544395,0.89,2.5,9.0,319960,198396,98895,2.46,7.1,14,0.7,No,9.9,8
680,Meera Chopra,Amity University,Biotechnology,2022,East,Female,SC,High,Rural,Employed,Research,471251,0.94,1.3,9.6,325002,179263,65500,1.82,7.4,12,0.85,No,7.1,6
681,Myra Das,IIM Ahmedabad,Computer Science,2021,South,Female,ST,Low,Urban,Employed,Manufacturing,489454,0.8,1.7,7.8,621796,455526,207231,1.18,9.3,19,0.8,Yes,7.4,7
682,Myra Roy,Manipal University,Psychology,2018,West,Female,OBC,Middle,Urban,Employed,Healthcare,739292,0.95,3.6,6.3,302607,226507,120946,4.07,7.3,21,0.82,No,8.1,4
683,Aadhya Varma,Delhi University,Psychology,2019,East,Male,ST,Low,Rural,Employed,Education,833938,0.91,2.1,7.8,681331,260931,53111,1.33,7.4,18,0.71,Yes,9.1,5
684,Anika Roy,IIM Ahmedabad,Marketing,2021,North,Female,SC,Middle,Urban,Employed,Public Sector,659976,0.96,2.1,8.6,604461,412133,9478,1.11,9.0,28,0.83,Yes,8.6,7
685,Ishaan Nair,IIT Madras,Civil Engineering,2018,South,Male,ST,Middle,Rural,Employed,IT,350180,0.87,2.7,10.0,467624,143119,34849,0.81,7.6,23,0.9,Yes,8.7,3
686,Aarav Reddy,IIT Madras,Computer Science,2019,West,Female,ST,Low,Urban,Employed,Public Sector,663401,0.9,2.6,9.6,269786,91723,60241,3.17,9.4,21,0.91,No,8.0,5
687,Diya Varma,IIT Madras,Marketing,2021,West,Female,OBC,Low,Urban,Employed,Education,709151,0.94,1.8,9.3,494094,380437,78792,1.71,8.5,22,0.71,No,9.2,8
688,Rohan Gupta,Amity University,Civil Engineering,2023,West,Female,OBC,Low,Rural,Employed,Research,796012,0.93,3.8,6.2,589659,343940,78403,1.56,7.2,25,0.94,Yes,7.5,6
689,Sara Nair,BITS Pilani,Psychology,2019,East,Male,SC,Middle,Urban,Employed,Public Sector,1089076,0.86,2.8,8.4,665753,508580,207798,2.38,8.8,17,0.77,Yes,8.2,1
690,Aditya Reddy,IIT Bombay,Computer Science,2018,South,Male,ST,Middle,Urban,Employed,IT,435186,0.81,3.7,7.3,644097,250416,34991,0.71,7.9,21,0.87,Yes,9.5,0
691,Saanvi Reddy,IIT Delhi,Marketing,2018,West,Male,OBC,Low,Rural,Employed,Education,935994,0.83,3.3,8.1,455584,276866,137910,2.95,7.2,14,0.72,No,8.8,7
692,Anika Gupta,Manipal University,Data Science,2021,West,Male,ST,Middle,Urban,Employed,Consulting,915093,0.84,1.4,6.6,683595,309804,210288,1.93,8.3,19,0.87,Yes,9.8,1
693,Vihaan Desai,Amity University,Mechanical Engineering,2023,South,Male,General,Middle,Urban,Unemployed,,0,0.96,,,227009,100164,43611,0.0,9.1,25,0.81,Yes,8.7,10
694,Meera Desai,IIM Bangalore,Civil Engineering,2019,West,Female,General,Middle,Urban,Employed,Consulting,951785,0.93,3.6,7.8,219264,71141,33053,5.11,8.2,24,0.86,No,9.4,5
695,Sara Joshi,Amity University,Marketing,2018,West,Male,General,Low,Rural,Employed,Public Sector,856238,0.87,3.3,8.5,500807,187343,36789,1.85,7.7,18,0.93,Yes,8.8,5
696,Anika Pandey,IIM Ahmedabad,Computer Science,2019,South,Male,ST,High,Urban,Unemployed,,0,0.87,,,498670,319237,193080,0.0,9.2,22,0.92,Yes,7.8,0
697,Ira Desai,Delhi University,Data Science,2021,North,Female,General,Middle,Rural,Employed,Finance,762220,0.94,1.7,7.1,647567,462865,109378,1.42,9.8,29,0.84,No,9.7,10
698,Vihaan Gupta,VIT Vellore,Marketing,2018,South,Female,ST,Middle,Urban,Employed,Healthcare,910614,0.8,3.6,8.9,621072,260533,589,1.47,8.3,18,0.83,No,9.9,10
699,Ananya Bhat,VIT Vellore,Computer Science,2019,North,Female,OBC,High,Rural,Employed,Research,625885,0.96,1.1,6.5,494548,192190,171993,1.94,7.6,12,0.78,Yes,9.1,4
700,Sai Das,VIT Vellore,Data Science,2020,South,Female,OBC,Middle,Urban,Employed,Finance,603145,0.95,1.0,7.0,452806,205911,142165,1.94,9.1,12,0.95,Yes,8.9,4
701,Sai Iyer,SRM University,Psychology,2021,North,Female,General,High,Rural,Employed,Education,417579,0.92,3.7,8.5,237312,113465,12062,1.85,8.1,16,0.84,No,8.2,1
702,Vivaan Menon,IIT Madras,Business Administration,2020,North,Male,OBC,Middle,Rural,Employed,Research,879367,0.93,3.2,6.3,603405,212268,134327,1.87,9.3,15,0.75,No,8.2,3
703,Pari Chatterjee,SRM University,Psychology,2018,South,Female,SC,High,Rural,Employed,IT,679335,0.93,1.0,7.3,624909,246239,149668,1.43,8.1,21,0.86,No,10.0,7
704,Vivaan Nair,Christ University,Mechanical Engineering,2018,East,Male,OBC,Middle,Rural,Employed,IT,482637,0.91,4.0,8.8,482468,204093,140792,1.41,9.5,13,0.71,No,7.9,6
705,Arjun Singh,IIM Ahmedabad,Economics,2023,East,Male,SC,Low,Rural,Employed,Education,606160,0.86,1.3,7.1,576635,179544,74751,1.21,8.0,14,0.93,Yes,9.1,5
